Zone,Milieu,Sexe,Titre de l'indicateur,Valeur de l'indicateur
Oriental -> Jerada -> Bni Mathar,Rural,Ensemble,Part de la population ayant un niveau d'études secondaire qualifiant (%),5.1
Oriental -> Jerada -> Bni Mathar,Ensemble,Ensemble,Part de la population ayant un niveau d'études secondaire qualifiant (%),5.1
Oriental -> Jerada -> Bni Mathar,Rural,Féminin,Part de la population ayant un niveau d'études secondaire qualifiant (%),4.7
Oriental -> Jerada -> Bni Mathar,Ensemble,Féminin,Part de la population ayant un niveau d'études secondaire qualifiant (%),4.7
Oriental -> Jerada -> Bni Mathar,Ensemble,Féminin,"Part des personnes sachant lire et écrire l'arabe, le français et l'anglais parmi les alphabètes de 10 ans et plus (%)",3.3
Oriental -> Jerada -> Bni Mathar,Rural,Féminin,"Part des personnes sachant lire et écrire l'arabe, le français et l'anglais parmi les alphabètes de 10 ans et plus (%)",3.3
Oriental -> Jerada -> Bni Mathar,Ensemble,Féminin,Part de la population ayant un niveau d'études supérieur (%),3.0
Oriental -> Jerada -> Bni Mathar,Rural,Masculin,Part de la population ayant un niveau d'études supérieur (%),3.0
Oriental -> Jerada -> Bni Mathar,Rural,Féminin,Part de la population ayant un niveau d'études supérieur (%),3.0
Oriental -> Jerada -> Bni Mathar,Ensemble,Ensemble,Part de la population ayant un niveau d'études supérieur (%),3.0
Oriental -> Jerada -> Bni Mathar,Rural,Ensemble,Part de la population ayant un niveau d'études supérieur (%),3.0
Oriental -> Jerada -> Bni Mathar,Ensemble,Masculin,Part de la population ayant un niveau d'études supérieur (%),3.0
Oriental -> Jerada -> Bni Mathar,Ensemble,Ensemble,"Part des personnes sachant lire et écrire l'arabe, le français et l'anglais parmi les alphabètes de 10 ans et plus (%)",2.8
Oriental -> Jerada -> Bni Mathar,Rural,Ensemble,"Part des personnes sachant lire et écrire l'arabe, le français et l'anglais parmi les alphabètes de 10 ans et plus (%)",2.8
Oriental -> Jerada -> Bni Mathar,Rural,Masculin,"Part des personnes sachant lire et écrire l'arabe, le français et l'anglais parmi les alphabètes de 10 ans et plus (%)",2.5
Oriental -> Jerada -> Bni Mathar,Ensemble,Masculin,"Part des personnes sachant lire et écrire l'arabe, le français et l'anglais parmi les alphabètes de 10 ans et plus (%)",2.5
Oriental -> Jerada -> Bni Mathar,Ensemble,Masculin,Part de la population ayant un niveau d'études préscolaire (%),1.6
Oriental -> Jerada -> Bni Mathar,Rural,Masculin,Part de la population ayant un niveau d'études préscolaire (%),1.6
